11,0,1,2,3,4,5,6,7
121166,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_8,TripAdvisor Hotels Flights Restaurants Attractions _18_8_19,train,does this app copy my contacts and share it with others.,"Please note that if you have Facebook friends who are using TripAdvisor, they may also have shared information about you with us through Facebook.",Relevant
121492,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_10,TripAdvisor Hotels Flights Restaurants Attractions _18_10_21,train,does it store my gps data?,We automatically collect some information from your computer or Device when you visit TripAdvisor.,Relevant
121493,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_10,TripAdvisor Hotels Flights Restaurants Attractions _18_10_22,train,does it store my gps data?,"For example, we will collect session data, including your IP address, Web browser software, and referring website.",Relevant
121501,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_10,TripAdvisor Hotels Flights Restaurants Attractions _18_10_30,train,does it store my gps data?,"In addition, we may collect information about your location if you have instructed your Device to send such information to the Application via the privacy settings on that Device, or if you have uploaded photos tagged with location information.",Relevant
121502,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_10,TripAdvisor Hotels Flights Restaurants Attractions _18_10_31,train,does it store my gps data?,We may use the location information collected from your Device or photos to enhance your use of the Application by providing you with relevant content and contextual advertising.,Relevant
121503,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_10,TripAdvisor Hotels Flights Restaurants Attractions _18_10_32,train,does it store my gps data?,"For example, we may use your location to show you reviews of hotels or restaurants near you when you are traveling.",Relevant
121504,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_10,TripAdvisor Hotels Flights Restaurants Attractions _18_10_33,train,does it store my gps data?,"You can change the privacy settings of your Device at any time, in order to turn off the functionality to share location information with the Application and/or the functionality to tag your photos with location information.",Relevant
121505,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_10,TripAdvisor Hotels Flights Restaurants Attractions _18_10_34,train,does it store my gps data?,Please note that turning off location sharing may affect certain features of our App.,Relevant
121663,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_11,TripAdvisor Hotels Flights Restaurants Attractions _18_11_30,train,does this have access to any of my photos?,"In addition, we may collect information about your location if you have instructed your Device to send such information to the Application via the privacy settings on that Device, or if you have uploaded photos tagged with location information.",Relevant
121664,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_11,TripAdvisor Hotels Flights Restaurants Attractions _18_11_31,train,does this have access to any of my photos?,We may use the location information collected from your Device or photos to enhance your use of the Application by providing you with relevant content and contextual advertising.,Relevant
121666,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_11,TripAdvisor Hotels Flights Restaurants Attractions _18_11_33,train,does this have access to any of my photos?,"You can change the privacy settings of your Device at any time, in order to turn off the functionality to share location information with the Application and/or the functionality to tag your photos with location information.",Relevant
121957,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_13,TripAdvisor Hotels Flights Restaurants Attractions _18_13_0,train,if i put in a location does it save it?,We receive and store any information you enter on our Website or give us in any other way.,Relevant
122028,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_13,TripAdvisor Hotels Flights Restaurants Attractions _18_13_71,train,if i put in a location does it save it?,"TripAdvisor uses the information we collect about you for the following general purposes: for registration and to manage your account, including to allow your access to and use of our site; to communicate with you in general, including to provide information about TripAdvisor and invitations from the TripAdvisor community; to enable us to publish your reviews, forum posts, and other content to the TripAdvisor community; to facilitate your booking of travel reservations; to respond to your questions and comments; to measure interest in and improve our products, services, and Website; to notify you about special offers and products or services available from us or our partners that may be of interest to you; to otherwise customize your experience with TripAdvisor, including customizing the ads shown to you; to solicit information from you, including through surveys; to resolve disputes or troubleshoot problems; to prevent potentially prohibited or illegal activities; to enforce our Terms of Use; and as otherwise described to you at the point of collection.",Relevant
122132,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_13,train,are they going to sell my data?,We have partnered with Facebook to provide personalized content on TripAdvisor for members of Facebook.,Relevant
122133,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_14,train,are they going to sell my data?,"If you are logged into Facebook and TripAdvisor, TripAdvisor will be personalized for you when you visit the Website, even if you are a first-time user of TripAdvisors Website.",Relevant
122134,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_15,train,are they going to sell my data?,"For example, we will show you reviews that your Facebook friends have posted on TripAdvisor and places they have visited.",Relevant
122135,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_16,train,are they going to sell my data?,"In order to provide you with this personalized experience, Facebook provides us with information that you have chosen to make available pursuant to your Facebook privacy settings.",Relevant
122136,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_17,train,are they going to sell my data?,"That information may include your name, profile picture, gender, friend lists and any other information you have chosen to make available.",Relevant
122137,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_18,train,are they going to sell my data?,"If you decide to turn off personalization, you can do so by first logging into Facebook and (1) selecting Edit your profile from the Your TripAdvisor drop-down menu on the Member Profile page and clicking Disconnect in the Facebook Connect status box, or (2) selecting Connected accounts from the Your TripAdvisor drop-down menu on the Member Profile page and clicking Disconnect under Facebook Settings. You can also turn off personalization by editing your app settings on Facebook.",Relevant
122178,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_59,train,are they going to sell my data?,Many of the advertisements you see on the TripAdvisor family of sites are served by TripAdvisor or its service providers.,Relevant
122179,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_60,train,are they going to sell my data?,But we also allow third parties to collect information about your online activities through cookies and other technologies.,Relevant
122180,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_61,train,are they going to sell my data?,"These third parties include (1) business partners, who collect information when you view or interact with one of their advertisements on our sites, and (2) advertising networks, who collect information about your interests when you view or interact with one of the advertisements they place on many different websites on the Internet.",Relevant
122181,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_62,train,are they going to sell my data?,"The information gathered by these third parties is used to make predictions about your characteristics, interests or preferences and to display advertisements on our sites and across the Internet tailored to your apparent interests.",Relevant
122182,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_63,train,are they going to sell my data?,"Please note that we do not have access to or control over cookies or other technologies these third parties may use to collect information about your interests, and the information practices of these third parties are not covered by this Privacy Policy.",Relevant
122193,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_74,train,are they going to sell my data?,TripAdvisor may share your information with the following entities:,Relevant
122194,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_75,train,are they going to sell my data?,"Suppliers,including but not limited to hotel, airline, cruise, car rental, or activity providers, or vacation rental managers or owners who fulfill your travel reservations.",Relevant
122195,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_76,train,are they going to sell my data?,"Throughout TripAdvisor and its affiliated sites, all products and services provided by third-party suppliers are described as such.",Relevant
122196,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_77,train,are they going to sell my data?,"Information that we share with suppliers to facilitate reservations will be treated according to applicable suppliers privacy policies, except for payment information.",Relevant
122197,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_78,train,are they going to sell my data?,"We share payment information only when it is necessary for travel reservations facilitated through or made on TripAdvisor, and we restrict suppliers use of payment information for these purposes.",Relevant
122200,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_81,train,are they going to sell my data?,"Third-party vendors who provide services or functions on our behalf, including business analytics, payment processing, customer service, marketing, public relations, distribution of surveys or sweepstakes programs, and fraud prevention.",Relevant
122201,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_82,train,are they going to sell my data?,"We may also authorize third-party vendors to collect information on our behalf, including, for example, as necessary to operate features of our Website or to facilitate the delivery of online advertising tailored to your interests.",Relevant
122202,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_83,train,are they going to sell my data?,Third-party vendors have access to and may collect information only as needed to perform their functions and are not permitted to share or use the information for any other purpose.,Relevant
122203,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_84,train,are they going to sell my data?,Business partners with whom we may offer products or services in conjunction.,Relevant
122204,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_85,train,are they going to sell my data?,You can tell when a third party is involved in a product or service you have requested because their name will appear either with ours or separately.,Relevant
122205,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_86,train,are they going to sell my data?,"If you choose to access these optional services, we may share information about you, including your personal information, with those partners.",Relevant
122208,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_89,train,are they going to sell my data?,"If you were referred to TripAdvisor from another website, we may share your registration information, such as your name, email address, mailing address, telephone number and travel preferences, about you with that referring website.",Relevant
122209,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_90,train,are they going to sell my data?,We have not placed limitations on the referring websites use of personal information and we encourage you to review the privacy policies of any website that referred you to TripAdvisor.,Relevant
122211,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_92,train,are they going to sell my data?,You can choose to access certain third party social media websites and services through our site (such as Facebook).,Relevant
122212,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_93,train,are they going to sell my data?,"When you do so, you are sharing information with those sites, and the information you share will be governed by their privacy policies.",Relevant
122215,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_96,train,are they going to sell my data?,"We may share your personal information within the TripAdvisor Media Group, as well as with our parent companies and domestic and international corporate affiliate companies and websites.",Relevant
122217,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_98,train,are they going to sell my data?,"To the extent that our parent company and corporate affiliates have access to your information, they will follow practices that are at least as restrictive as the practices described in this Privacy Policy.",Relevant
122219,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_100,train,are they going to sell my data?,"We also may share your information if we believe, in our sole discretion, that such disclosure is necessary",Relevant
122220,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_101,train,are they going to sell my data?,"To comply with legitimate and enforceable subpoenas, court orders, or other legal process; to establish or exercise our legal rights; to defend against legal claims; or as otherwise required by law.",Relevant
122226,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_107,train,are they going to sell my data?,"Additionally, if you choose to participate in our member-to-member communications programs, other TripAdvisor members may contact you by using TripAdvisor as an intermediary; however, TripAdvisor will not share your email address with any other members nor display it any public manner.",Relevant
122229,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_110,train,are they going to sell my data?,"We also may share aggregate or anonymous information with third parties, including advertisers and investors.",Relevant
122230,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_111,train,are they going to sell my data?,"For example, we may tell our advertisers the number of visitors our Website receives or the most popular hotels and vacation destinations.",Relevant
122231,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_14,TripAdvisor Hotels Flights Restaurants Attractions _18_14_112,train,are they going to sell my data?,This information does not contain any personal information and is used to develop content and services we hope you will find of interest.,Relevant
122281,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_15,TripAdvisor Hotels Flights Restaurants Attractions _18_15_0,train,can i review stuff without having my name attached?,We receive and store any information you enter on our Website or give us in any other way.,Relevant
122282,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_15,TripAdvisor Hotels Flights Restaurants Attractions _18_15_1,train,can i review stuff without having my name attached?,"This includes information that can identify you (""personal information""), including your first and last name, telephone number, postal and email addresses, user name and password, and billing information (such as your credit card number, cardholder name, and card expiration date).",Relevant
122283,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_15,TripAdvisor Hotels Flights Restaurants Attractions _18_15_2,train,can i review stuff without having my name attached?,"We may also request information about your travel plans, style, and preferences, including meal requests, seat selection, frequent flyer/hotel/car rental program information, and flight class, luggage, and ticketing options.",Relevant
122284,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_15,TripAdvisor Hotels Flights Restaurants Attractions _18_15_3,train,can i review stuff without having my name attached?,"You can choose not to provide information to us, but in general some information about you is required in order for you to receive relevant offerings from TripAdvisor and its partners and enjoy other benefits of being a registered member.",Relevant
122285,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_15,TripAdvisor Hotels Flights Restaurants Attractions _18_15_4,train,can i review stuff without having my name attached?,"For example, only registered members are able to post travel reviews, participate in discussion forums, email TripAdvisor content to themselves and others, access members-only newsletters and travel planning content, and enter surveys, contests, or sweepstakes.",Relevant
122286,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_15,TripAdvisor Hotels Flights Restaurants Attractions _18_15_5,train,can i review stuff without having my name attached?,"In addition, some information is also required in order for you to ask us a question or initiate other transactions on our site.",Relevant
122443,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_16,TripAdvisor Hotels Flights Restaurants Attractions _18_16_0,train,does it record what reviews i look at?,We receive and store any information you enter on our Website or give us in any other way.,Relevant
122514,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_16,TripAdvisor Hotels Flights Restaurants Attractions _18_16_71,train,does it record what reviews i look at?,"TripAdvisor uses the information we collect about you for the following general purposes: for registration and to manage your account, including to allow your access to and use of our site; to communicate with you in general, including to provide information about TripAdvisor and invitations from the TripAdvisor community; to enable us to publish your reviews, forum posts, and other content to the TripAdvisor community; to facilitate your booking of travel reservations; to respond to your questions and comments; to measure interest in and improve our products, services, and Website; to notify you about special offers and products or services available from us or our partners that may be of interest to you; to otherwise customize your experience with TripAdvisor, including customizing the ads shown to you; to solicit information from you, including through surveys; to resolve disputes or troubleshoot problems; to prevent potentially prohibited or illegal activities; to enforce our Terms of Use; and as otherwise described to you at the point of collection.",Relevant
122635,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_30,train,does it need any special permission to run?,"In addition, we may collect information about your location if you have instructed your Device to send such information to the Application via the privacy settings on that Device, or if you have uploaded photos tagged with location information.",Relevant
122636,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_31,train,does it need any special permission to run?,We may use the location information collected from your Device or photos to enhance your use of the Application by providing you with relevant content and contextual advertising.,Relevant
122637,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_32,train,does it need any special permission to run?,"For example, we may use your location to show you reviews of hotels or restaurants near you when you are traveling.",Relevant
122638,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_33,train,does it need any special permission to run?,"You can change the privacy settings of your Device at any time, in order to turn off the functionality to share location information with the Application and/or the functionality to tag your photos with location information.",Relevant
122639,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_34,train,does it need any special permission to run?,Please note that turning off location sharing may affect certain features of our App.,Relevant
122653,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_48,train,does it need any special permission to run?,"Our sites also may use Web beacons (also known as clear gifs, pixel tags or Web bugs), which are tiny graphics with a unique identifier, similar in function to cookies, that are placed in the code of a Web page.",Relevant
122654,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_49,train,does it need any special permission to run?,"We use Web beacons to monitor the traffic patterns of users from one page within our sites to another, to deliver or communicate with cookies, to understand whether you have come to our site from an online advertisement displayed on a third-party website, and to improve site performance.",Relevant
122655,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_50,train,does it need any special permission to run?,We also may allow our service providers to use Web beacons to help us understand which emails have been opened by recipients and to track the visitor traffic and actions on our site.,Relevant
122664,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_59,train,does it need any special permission to run?,Many of the advertisements you see on the TripAdvisor family of sites are served by TripAdvisor or its service providers.,Relevant
122665,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_60,train,does it need any special permission to run?,But we also allow third parties to collect information about your online activities through cookies and other technologies.,Relevant
122666,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_61,train,does it need any special permission to run?,"These third parties include (1) business partners, who collect information when you view or interact with one of their advertisements on our sites, and (2) advertising networks, who collect information about your interests when you view or interact with one of the advertisements they place on many different websites on the Internet.",Relevant
122667,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_62,train,does it need any special permission to run?,"The information gathered by these third parties is used to make predictions about your characteristics, interests or preferences and to display advertisements on our sites and across the Internet tailored to your apparent interests.",Relevant
122668,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_63,train,does it need any special permission to run?,"Please note that we do not have access to or control over cookies or other technologies these third parties may use to collect information about your interests, and the information practices of these third parties are not covered by this Privacy Policy.",Relevant
122739,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_134,train,does it need any special permission to run?,"The Help portion of the toolbar on most browsers will tell you how to prevent your browser from accepting new cookies, how to have the browser notify you when you receive a new cookie, or how to disable cookies altogether.",Relevant
122740,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_17,TripAdvisor Hotels Flights Restaurants Attractions _18_17_135,train,does it need any special permission to run?,"Please note that if you refuse to accept cookies from TripAdvisor, you will not be able to access portions of our site.",Relevant
122797,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_18,TripAdvisor Hotels Flights Restaurants Attractions _18_18_30,train,does it run in the background?,"In addition, we may collect information about your location if you have instructed your Device to send such information to the Application via the privacy settings on that Device, or if you have uploaded photos tagged with location information.",Relevant
122798,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_18,TripAdvisor Hotels Flights Restaurants Attractions _18_18_31,train,does it run in the background?,We may use the location information collected from your Device or photos to enhance your use of the Application by providing you with relevant content and contextual advertising.,Relevant
122799,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_18,TripAdvisor Hotels Flights Restaurants Attractions _18_18_32,train,does it run in the background?,"For example, we may use your location to show you reviews of hotels or restaurants near you when you are traveling.",Relevant
122800,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_18,TripAdvisor Hotels Flights Restaurants Attractions _18_18_33,train,does it run in the background?,"You can change the privacy settings of your Device at any time, in order to turn off the functionality to share location information with the Application and/or the functionality to tag your photos with location information.",Relevant
122801,../../Dataset/Train/com.tripadvisor.tripadvisor,TripAdvisor Hotels Flights Restaurants Attractions _18,TripAdvisor Hotels Flights Restaurants Attractions _18_18,TripAdvisor Hotels Flights Restaurants Attractions _18_18_34,train,does it run in the background?,Please note that turning off location sharing may affect certain features of our App.,Relevant
